,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
7693,Jhon Pérez,Colombia,0,0.0,Atlético Bucaramanga,RM,10.0,67,174,67,28,CAM/RM,3,3,67,60,26,32,35,45,60,68,34,69,65,58
7694,Medhi Jean Tahrat,Algeria,0,0.0,Angers SCO,Res,26.0,67,193,84,27,CDM/CM,2,2,60,50,66,65,67,72,66,29,66,64,19,43
7695,Mickaël Alphonse,France,0,0.0,FC Sochaux,RB,2.0,67,182,75,27,RB,2,2,61,62,66,66,66,58,59,52,65,79,46,43
7696,Grischa Prömel,Germany,0,0.0,Karlsruher SC,CAM,19.0,67,183,78,22,CDM/CAM,4,2,64,61,59,67,68,72,66,57,65,64,45,46
7697,Patrick Joosten,Netherlands,0,0.0,FC Utrecht,Res,24.0,67,185,73,20,ST/LW,3,3,66,73,39,38,42,50,65,58,41,87,62,50
7698,Rafik Zekhnini,Norway,0,0.0,Odds BK,LW,11.0,67,179,63,19,LW/RW,4,4,70,69,21,31,27,40,55,64,30,90,63,53
7699,Emil Audero,Italy,0,0.0,Juventus,Sub,38.0,67,190,81,20,GK,2,1,18,19,8,10,10,24,51,9,11,49,16,22
7700,Fayçal Rherras,Morocco,0,0.0,Hearts,Sub,3.0,67,183,77,23,LB,5,2,62,67,64,65,65,65,61,58,62,84,57,52
7701,Jorge Ortiz,Spain,0,0.0,Real Oviedo,Sub,16.0,67,180,75,24,RM/LM,3,3,67,73,36,31,45,68,55,61,34,80,63,62
7702,Joël Drommel,Netherlands,0,0.0,FC Twente,Sub,16.0,67,192,87,20,GK,3,1,32,25,16,19,20,22,66,10,10,44,13,32
7703,Christofer Gonzales,Peru,0,0.0,Colo-Colo,Sub,6.0,67,176,69,24,CM/LM,3,4,69,70,53,52,53,17,63,65,54,75,65,65
7704,Cameron Carter-Vickers,United States,0,0.0,Spurs,Sub,38.0,67,183,92,19,CB,3,2,56,44,67,66,69,58,61,27,61,72,17,38
7705,Sander Berge,Norway,Sub,13.0,KRC Genk,LCM,25.0,67,190,88,19,CM/CDM,3,2,68,67,51,55,67,66,61,59,67,74,38,46
7706,Cheikhou Dieng,Senegal,0,0.0,SKN St. Pölten,LM,10.0,67,180,66,23,LM/ST,3,3,65,68,40,52,54,39,57,64,46,79,59,52
7707,Manjrekar James,Canada,LCB,3.0,Free Agents,Res,99.0,67,191,84,23,CB/CDM,2,2,54,49,63,61,64,75,60,31,64,66,24,40
7708,Kim Jong Woo,Korea Republic,0,0.0,Suwon Bluewings,Sub,17.0,67,180,68,23,CM/CAM,3,2,66,63,50,53,56,35,62,66,53,56,59,52
7709,Felix Platte,Germany,0,0.0,SV Darmstadt,Sub,19.0,67,191,88,21,ST,3,2,65,62,18,17,21,37,64,63,22,67,65,55
7710,Henk Veerman,Netherlands,0,0.0,SC Heerenveen,Sub,20.0,67,201,92,26,ST,3,2,64,55,20,21,18,67,68,74,27,41,72,63
7711,Carlos González,Paraguay,0,0.0,CD Huachipato,LS,9.0,67,183,76,24,ST,3,2,59,49,30,23,32,53,55,66,28,63,69,65
7712,Pablo Mina,Colombia,0,0.0,Deportivo Cali,Sub,12.0,67,183,81,31,GK,2,1,21,20,14,11,11,19,58,16,19,44,16,23
7713,Cristian Borja,Colombia,0,0.0,Ind. Santa Fe,Sub,23.0,67,179,72,24,LM/LB,2,2,65,63,54,62,65,63,66,58,59,85,48,46
7714,Denis Gómez,Colombia,0,0.0,Águilas Doradas,Sub,17.0,67,174,70,25,RM/LM,2,3,69,73,20,33,36,42,65,64,31,73,60,40
7715,Matt Polster,United States,0,0.0,Chicago Fire,Sub,2.0,67,183,77,23,CDM/CM,2,2,66,67,59,54,58,78,64,33,69,68,48,39
7716,Jari Schuurman,Netherlands,0,0.0,Willem II,Sub,7.0,67,180,65,20,CAM/CM,4,3,66,62,36,41,49,40,64,73,32,69,71,61
7717,Nicolás Sánchez,Argentina,0,0.0,Godoy Cruz,LM,32.0,67,180,70,25,LM,3,3,62,63,45,47,46,52,62,62,36,75,55,61
7718,Ezequiel Garré,Argentina,0,0.0,Parque Patricios,Sub,3.0,67,170,74,35,LB/LM,2,2,63,60,63,60,59,71,64,59,73,68,34,57
7719,Karol Mets,Estonia,0,0.0,Viking FK,LCB,6.0,67,191,80,23,CB,3,2,64,61,63,61,64,70,68,55,68,57,50,54
7720,Halil İbrahim Pehlivan,Turkey,0,0.0,Adanaspor,Sub,66.0,67,183,72,23,LB,3,2,65,63,64,74,73,63,64,52,65,67,45,42
7721,Federico Crivelli,Argentina,0,0.0,Chiapas,Sub,1.0,67,185,81,35,GK,2,1,14,15,13,14,12,19,68,13,25,50,12,22
7722,Raúl Gudiño,Mexico,0,0.0,FC Porto,Res,71.0,67,195,84,20,GK,1,1,23,21,14,19,14,34,65,14,21,49,17,11
7723,Moses Odjer,Ghana,0,0.0,Salerno,Sub,20.0,67,170,69,20,CM,2,2,68,66,58,64,63,69,74,67,72,76,45,40
7724,Clavería,Spain,0,0.0,Rayo Vallecano,Res,28.0,67,180,72,20,CDM/CM,3,2,69,59,70,59,64,70,70,49,73,59,62,41
7725,Joevin Jones,Trinidad & Tobago,0,0.0,Sounders FC,LB,33.0,67,180,73,25,LB/LM,2,3,65,69,64,66,64,68,68,67,57,81,57,48
7726,Brian Torrealba,Chile,0,0.0,CD O'Higgins,Sub,23.0,67,179,67,19,RB,3,2,60,52,61,69,67,64,59,45,68,72,20,39
7727,Emiliano Buendía,Argentina,0,0.0,Getafe CF,Sub,7.0,68,170,65,20,LM/CAM/RB,3,2,66,66,66,49,59,59,59,62,59,71,64,49
7728,Nicolas Pépé,Ivory Coast,Sub,11.0,Angers SCO,Sub,19.0,67,178,68,21,RW/ST,3,4,77,77,19,13,11,30,74,73,25,82,54,49
7729,Ali Gabr,Egypt,LCB,2.0,Free Agents,Res,99.0,67,192,82,30,CB,2,2,41,42,68,75,71,66,53,22,62,62,25,24
7730,Franck Kom,Cameroon,0,0.0,Karlsruher SC,RDM,6.0,67,176,79,25,CDM/CM,3,2,61,54,69,64,68,83,59,41,61,63,33,44
7731,Miguel Araujo,Peru,LCB,5.0,Free Agents,Res,99.0,67,178,71,22,CB,3,2,53,46,71,69,70,76,54,22,58,65,27,51
7732,Pere Milla,Spain,0,0.0,UCAM Murcia,Sub,21.0,67,179,70,24,LW/RW,3,3,64,74,18,23,21,45,61,67,32,75,68,61
7733,Niklas Kreuzer,Germany,0,0.0,Dynamo Dresden,RB,7.0,67,173,76,24,RB/RW,3,2,65,69,57,66,65,77,65,63,58,79,62,48
7734,Josimar Atoche,Peru,0,0.0,Górnik Łęczna,Res,13.0,67,176,81,27,CDM,3,2,61,64,69,62,65,66,63,34,70,59,20,61
7735,Eneko Capilla,Spain,0,0.0,CD Numancia,Sub,23.0,67,169,60,21,CAM/LM,2,3,66,74,40,47,45,46,60,58,21,60,60,59
7736,Aboubakar Kamara,France,0,0.0,Amiens SC,ST,27.0,67,177,76,22,ST/RM,3,2,66,64,22,21,23,68,59,72,13,79,65,72
7737,Chris Bedia,Ivory Coast,0,0.0,Sp. Charleroi,Sub,99.0,67,190,82,21,ST,2,3,63,70,25,27,36,58,63,58,32,78,68,64
7738,Cheick Keita,Mali,0,0.0,Birmingham City,LWB,33.0,67,182,76,20,LB,2,2,66,68,61,66,64,60,63,44,67,74,29,36
7739,Sergio Gil,Spain,0,0.0,CD Lugo,Sub,21.0,67,183,68,20,CM/LM,2,2,71,66,43,60,64,66,59,62,58,60,40,57
7740,Sibusiso Khumalo,South Africa,0,0.0,Kaizer Chiefs,Sub,13.0,67,167,70,27,LB,3,2,68,74,72,67,77,67,50,42,57,75,45,32
7741,Mason Holgate,England,0,0.0,Everton,RB,30.0,67,185,74,20,RB/CB,3,2,67,65,65,70,71,63,65,50,56,81,37,40
7742,Alessandro Micai,Italy,0,0.0,Bari,GK,12.0,67,186,77,23,GK,2,1,19,17,21,17,18,16,50,12,18,46,17,24
7743,Rafael Ramos,Portugal,0,0.0,Orlando City,Sub,27.0,67,170,70,22,RB,3,3,70,73,66,64,66,85,62,61,63,75,57,48
7744,Guilherme Sityá,Brazil,0,0.0,Termalica,LB,22.0,67,179,76,26,LB,3,3,66,68,66,64,66,60,63,47,62,74,30,36
7745,Maximiliano Pérez,Argentina,0,0.0,Bahía Blanca,Res,10.0,67,182,73,30,ST/LM,4,3,66,63,11,16,16,56,53,70,28,74,64,64
7746,Wang Shenchao,China PR,Sub,24.0,Free Agents,Res,99.0,67,180,72,28,RB,3,3,57,57,59,71,68,67,76,42,78,71,24,34
7747,Pedro Nuno,Portugal,0,0.0,Tondela,CM,17.0,67,176,68,22,CAM/CM,3,2,71,68,29,28,33,66,71,60,52,67,54,46
7748,Maximilian Wittek,Germany,0,0.0,1860 München,RM,3.0,67,172,70,21,LB/LM,2,2,68,66,59,67,64,71,63,59,59,75,56,42
7749,Luca Paganini,Italy,0,0.0,Frosinone,Sub,17.0,67,177,70,23,RM/RW,3,3,69,68,14,14,18,30,69,63,25,76,40,55
7750,Mirko Gori,Italy,0,0.0,Frosinone,LCM,5.0,67,177,76,24,CM,3,2,70,64,58,58,65,56,61,65,68,54,45,41
7751,Cristóbal Vergara,Chile,0,0.0,Deportes Temuco,Sub,15.0,67,175,73,22,CB/RB,3,2,48,41,71,70,72,66,57,25,63,57,25,33
7752,Mohamed Rayhi,Netherlands,0,0.0,N.E.C.,LS,20.0,67,178,76,22,LW/ST,4,4,67,74,24,27,40,39,51,59,25,76,62,33
7753,Javier Salas,Mexico,0,0.0,Atlas,CM,13.0,67,182,73,23,CM/CDM,3,2,68,64,56,58,61,73,61,57,64,67,51,59
7754,Rubio Rubin,United States,0,0.0,Silkeborg IF,Res,26.0,67,180,73,21,ST,3,3,70,70,23,16,23,31,62,70,35,73,63,43
7755,Robert Murić,Croatia,0,0.0,Pescara,Res,30.0,67,180,70,21,RW,3,3,73,80,17,27,28,53,56,58,25,79,55,49
7756,Diego Aguirre,Spain,0,0.0,Rayo Vallecano,Sub,22.0,67,174,62,26,LM/RM,3,3,68,71,42,49,51,51,58,62,49,86,51,52
7757,Juan Pablo Miño,Argentina,0,0.0,Audax Italiano,Sub,14.0,67,181,83,29,CDM/CM,3,3,65,64,69,67,72,83,61,65,48,69,47,62
7758,Damián Martínez,Argentina,0,0.0,Independiente,Sub,20.0,67,176,77,27,RB,3,2,62,64,62,67,63,69,63,53,64,73,56,51
7759,Roman Gergel,Slovakia,0,0.0,Termalica,RM,10.0,67,180,77,29,RM,3,2,64,64,52,45,47,44,66,68,53,82,60,54
7760,Lucas Pirard,Belgium,0,0.0,Sint-Truiden,GK,21.0,67,190,88,22,GK,2,1,20,7,16,12,15,23,64,16,19,46,10,27
7761,Aaron Leya Iseka,Belgium,0,0.0,Olym. Marseille,Sub,22.0,67,182,72,19,ST,3,3,71,67,13,19,22,47,57,59,12,76,70,63
7762,Samuel Bastien,Belgium,0,0.0,Chievo Verona,Sub,94.0,67,175,73,20,CAM,3,3,72,74,44,48,49,47,60,57,54,75,53,49
7763,Darnell Furlong,England,0,0.0,QPR,RWB,29.0,67,180,76,21,RB/RWB,3,2,69,63,62,69,67,55,59,57,62,73,36,49
7764,Hugo Seco,Portugal,0,0.0,F. Santa Maria,Res,77.0,67,176,72,28,RM/LM,3,3,70,74,31,31,30,46,50,53,19,75,63,46
7765,Juan Cámara,Spain,0,0.0,Girona CF,Sub,23.0,67,180,66,23,CM/LW,3,3,73,70,39,48,52,43,64,62,52,73,66,66
7766,Nelsinho,Brazil,0,0.0,Arouca,LB,55.0,67,175,71,29,LB,2,2,66,68,63,64,68,77,67,56,65,74,31,46
7767,Recep Niyaz,Turkey,0,0.0,Çaykur Rizespor,CAM,21.0,67,165,64,22,CAM/CM,4,3,70,71,17,22,19,35,58,64,26,72,54,60
7768,Sheraldo Becker,Netherlands,0,0.0,ADO Den Haag,Sub,77.0,67,180,75,22,RW/LW,3,3,64,71,27,33,32,53,64,60,31,92,63,64
7769,Vladlen Yurchenko,Ukraine,0,0.0,Bayer 04,Sub,35.0,67,181,74,23,CM/CAM,3,3,73,71,54,51,48,44,64,59,57,65,64,63
7770,Stefan Lainer,Austria,0,0.0,RB Salzburg,RB,22.0,67,175,70,24,RB/RM,4,2,62,62,64,66,67,78,66,56,61,78,50,45
7771,Flavio Ciampichetti,Argentina,0,0.0,CD Antofagasta,Sub,9.0,67,186,85,29,ST,3,2,64,64,25,22,26,57,61,66,28,65,71,71
7772,Christian Chimino,Argentina,0,0.0,Temperley,RB,4.0,67,178,72,29,RB,2,2,63,61,60,65,68,70,69,49,64,78,35,62
7773,Luis Ruiz,Spain,0,0.0,Cádiz C.F.,Sub,15.0,67,181,73,24,LB,3,2,62,61,63,73,65,58,62,56,68,75,33,48
7774,Lee Gregory,England,0,0.0,Millwall,RS,9.0,67,188,80,28,ST,3,2,64,62,31,29,23,46,66,73,21,73,66,69
7775,Adilson Goiano,Brazil,0,0.0,Arouca,Sub,8.0,67,180,76,28,CDM,2,2,64,53,67,67,74,68,58,44,72,53,36,45
7776,Thomas Renault,France,0,0.0,US Orléans,Sub,1.0,67,184,80,33,GK,2,1,26,19,15,17,21,26,64,19,27,43,14,33
7777,Emanuel Loeschbor,Argentina,0,0.0,Monarcas Morelia,RCB,17.0,67,180,76,30,CB,2,2,53,40,65,67,67,66,51,26,67,66,40,40
7778,Joelinton,Brazil,0,0.0,SK Rapid Wien,Sub,34.0,67,187,78,20,ST/CAM,4,2,67,70,32,38,35,63,64,69,45,79,60,64
7779,Cenk Ahmet Alkılıç,Turkey,0,0.0,Aytemiz Alanyaspor,Sub,91.0,67,177,70,29,RB/RM,3,3,66,69,63,71,64,79,63,72,51,82,59,55
7780,Carlos Santos,Portugal,0,0.0,Boavista,Sub,22.0,67,188,93,27,CB,2,2,40,36,68,58,69,84,53,29,66,34,30,40
7781,Pablo Martinez,France,0,0.0,Angers SCO,LB,21.0,67,182,77,28,LB,2,2,59,52,64,67,69,71,72,29,58,71,34,43
7782,Zsolt Kalmár,Hungary,0,0.0,Brøndby IF,Sub,11.0,67,185,80,21,LM/CAM,3,3,72,70,44,40,42,47,65,58,38,67,57,59
7783,Mustafa Akbaş,Turkey,0,0.0,Trabzonspor,Sub,25.0,67,188,81,26,CB/LB,2,2,60,58,65,65,68,66,65,48,63,54,38,44
7784,Krzysztof Piątek,Poland,0,0.0,Cracovia,ST,99.0,67,183,77,21,ST,2,2,66,62,17,21,14,33,54,74,17,75,65,64
7785,Nahuel Yeri,Argentina,0,0.0,Mar del Plata,Sub,25.0,67,174,81,25,RM/RB,3,2,66,67,64,66,66,69,65,62,63,77,55,51
7786,Álvaro Bustos,Spain,0,0.0,CD Mirandés,LW,17.0,67,173,70,21,LW/RM,3,2,70,75,48,51,54,57,57,60,56,66,58,58
7787,Bady,Brazil,0,0.0,Gençlerbirliği,Sub,22.0,66,170,65,27,CAM/CM,3,3,66,68,41,45,40,48,67,66,24,67,63,70
7788,Yelko Pino,Spain,0,0.0,CD Lugo,Sub,14.0,67,172,68,20,CAM,3,3,70,73,43,46,49,46,53,54,39,60,58,55
7789,Alexander Stølås,Norway,0,0.0,FK Haugesund,LM,22.0,67,182,75,27,LM,2,4,66,68,44,52,54,58,61,56,56,74,63,60
7790,Zinedine Ferhat,Algeria,0,0.0,Le Havre AC,RM,8.0,67,180,70,24,RM,4,3,69,69,22,27,30,34,57,60,19,80,55,51
7791,Óscar Barreto,Colombia,0,0.0,Millonarios,Sub,7.0,67,173,68,23,CAM/RM,3,4,63,69,14,20,11,31,60,59,18,84,61,59
7792,Albian Ajeti,Switzerland,0,0.0,FC St. Gallen,RF,27.0,67,183,77,20,ST/RM,3,2,66,65,19,17,19,29,65,69,16,82,66,56
7793,Petter Strand,Norway,0,0.0,Molde FK,RM,14.0,67,175,67,22,RM/RB,3,3,63,67,48,51,53,62,60,58,56,84,55,56
7794,Cao Yunding,China PR,LM,19.0,Free Agents,Res,99.0,67,173,70,27,LM/CDM,4,3,75,73,21,31,28,39,66,35,42,70,59,59
7795,Róbert Pich,Slovakia,0,0.0,Śląsk Wrocław,Sub,16.0,67,176,68,28,LM/RM,3,3,66,68,25,29,29,33,54,68,17,83,62,56
7796,Paweł Zieliński,Poland,0,0.0,Śląsk Wrocław,Sub,23.0,67,178,79,26,RB,2,3,60,62,70,66,71,57,50,54,59,76,33,36
7797,Rafael Amorim,Brazil,0,0.0,Tondela,Sub,44.0,67,196,85,29,CB,2,2,47,34,66,66,69,68,58,27,65,40,27,44
7798,Jay Fulton,Scotland,0,0.0,Swansea City,Res,56.0,67,178,68,22,CM,3,2,72,63,70,73,71,75,57,57,66,68,52,51
7799,Lucas Elías Ontivero,Argentina,0,0.0,Uni. de Chile,Sub,20.0,67,168,64,22,RM/CAM,3,3,72,72,35,27,38,75,60,64,26,73,59,64
7800,Lee Gwang Hyeok,Korea Republic,0,0.0,Pohang Steelers,RW,12.0,67,169,63,21,RW/LW,4,2,71,68,29,30,33,63,60,65,30,93,55,42
7801,Chris Duvall,United States,0,0.0,Montreal Impact,RB,18.0,67,178,68,25,RB/CB,2,2,63,64,66,66,68,65,57,61,64,84,21,38
7802,Tommy Thompson,United States,0,0.0,SJ Earthquakes,Sub,22.0,67,170,65,21,CAM/CM/ST,2,3,73,71,44,24,31,68,58,62,50,72,60,58
7803,Guido Vadalá,Argentina,0,0.0,Unión,Sub,7.0,67,167,63,20,CAM,3,4,77,76,16,20,16,44,56,54,20,69,58,54
7804,Ahn Yong Woo,Korea Republic,0,0.0,Jeonnam Dragons,RM,11.0,67,178,68,25,RW/RM,3,2,68,65,35,31,36,42,67,67,32,73,62,49
7805,Kim Yong Hwan,Korea Republic,0,0.0,Incheon United,LM,3.0,67,176,64,23,LM/RB,4,2,66,68,61,62,63,68,66,68,59,82,38,35
7806,Carlos Abad,Spain,0,0.0,Real Madrid,Res,30.0,67,193,89,21,GK,3,1,21,19,20,18,14,27,60,16,27,48,19,29
7807,Joe Lolley,England,0,0.0,Huddersfield,Sub,18.0,67,179,72,24,RM/LM,3,3,69,72,30,37,35,54,57,59,45,83,60,62
7808,Dairin González,Colombia,0,0.0,La Equidad,LCB,13.0,67,190,86,26,CB,2,2,47,39,64,62,66,74,64,25,65,53,27,35
7809,Carrillo,Spain,0,0.0,Sevilla Atlét.,Sub,17.0,67,180,75,23,ST,3,3,61,66,17,23,19,34,62,69,13,68,72,77
7810,Harry Shipp,United States,0,0.0,Sounders FC,LM,19.0,67,175,66,25,CAM/RM/CM,3,3,69,67,36,33,44,52,64,60,39,65,60,60
7811,Wander,Brazil,0,0.0,Al Raed,Sub,20.0,67,180,70,29,CAM/CM,2,3,71,72,19,21,22,33,62,59,24,68,55,55
7812,Mohammed Al Buraik,Saudi Arabia,0,0.0,Al Hilal,RB,2.0,67,173,83,24,RB,3,2,68,62,65,62,66,55,65,65,55,81,55,55
7813,Jordan Rossiter,England,0,0.0,Rangers,Sub,18.0,67,178,68,20,CDM,4,2,68,59,59,66,66,77,63,59,61,65,37,53
7814,Miloš Veljković,Serbia,0,0.0,Werder Bremen,Sub,13.0,69,184,77,21,CB/CDM,3,2,56,44,67,71,74,60,64,37,71,55,23,37
7815,Jonathan Gradit,France,0,0.0,Tours FC,RB,24.0,67,180,77,24,RB,3,2,62,57,65,66,70,72,60,28,64,68,19,36
7816,Liam Kelly,Republic of Ireland,0,0.0,Reading,Sub,38.0,67,168,65,21,CM/CDM,2,3,69,64,47,47,53,45,63,49,50,64,55,47
7817,Juan Quintero,Colombia,0,0.0,Deportivo Cali,Sub,3.0,67,184,79,22,CB,2,2,52,35,63,59,64,66,62,21,68,69,19,39
7818,Carlos Fernández,Spain,0,0.0,Sevilla FC,Res,30.0,67,186,72,20,ST,3,3,66,65,18,21,36,62,63,70,20,61,74,71
7819,Matías Pérez Acuña,Argentina,0,0.0,Quilmes,RB,22.0,67,176,64,23,RB,2,2,58,61,66,69,67,67,65,50,64,73,27,44
7820,Ernesto Torregrossa,Italy,0,0.0,Brescia,RS,32.0,67,184,80,24,ST,3,3,68,61,12,12,12,38,63,69,25,66,69,59
7821,Larry Vásquez,Colombia,0,0.0,Patriotas,RCM,5.0,67,186,81,25,CM,3,2,70,53,62,60,64,81,69,55,65,43,52,37
7822,Luka Stojanović,Serbia,0,0.0,Royal Mouscron,Sub,22.0,67,187,80,23,CAM/CDM,3,3,68,63,41,53,58,65,63,69,57,60,66,59
7823,Tomás Berra,Argentina,0,0.0,Sarandí,Sub,16.0,67,191,75,26,CB,3,2,42,32,70,65,71,61,63,26,65,46,23,46
7824,Angeliño,Spain,0,0.0,RCD Mallorca,LB,35.0,67,174,69,20,LB/LWB,3,2,66,66,64,66,67,49,59,70,57,79,44,55
7825,Adam Lundqvist,Sweden,0,0.0,IF Elfsborg,Sub,3.0,67,175,65,23,LB,2,2,71,57,59,62,66,69,68,48,65,75,42,53
7826,Julian von Haacke,Germany,0,0.0,N.E.C.,RCM,19.0,67,181,75,23,CM,3,2,71,64,57,56,62,60,67,56,55,54,50,59
7827,Lorenzo Venuti,Italy,0,0.0,Benevento,RB,23.0,67,176,66,21,RB,3,2,59,58,60,67,66,59,61,36,59,80,24,22
7828,Bubacarr Sanneh,Gambia,0,0.0,AC Horsens,LCB,15.0,67,183,75,22,CB,3,2,54,52,56,59,66,69,63,51,67,72,41,31
7829,Martin Milec,Slovenia,0,0.0,Roda JC,RB,2.0,67,174,69,25,RB,3,2,63,60,66,67,64,69,64,57,62,76,46,42
7830,Marcelo Djaló,Spain,0,0.0,CD Lugo,Sub,4.0,67,193,86,23,CB,3,2,52,39,69,66,77,67,52,28,58,52,22,32
7831,João Silva,Portugal,0,0.0,Salerno,Sub,7.0,67,186,80,26,ST,2,2,70,62,12,20,16,67,65,65,11,69,66,65
7832,Campins,Spain,0,0.0,CF Reus Deportiu,Res,12.0,67,180,71,21,RB,3,2,59,60,63,68,63,61,62,55,64,82,31,45
7833,Mohamed Kanno,Saudi Arabia,0,0.0,Al-Ettifaq,CAM,8.0,67,191,73,22,CAM/CDM,3,3,70,67,57,50,62,66,63,58,57,70,58,53
7834,Clifford Aboagye,Ghana,0,0.0,Atlas,LCM,20.0,67,163,55,22,CAM/CM,3,3,72,71,36,48,39,52,56,57,25,78,51,68
7835,Diego Poyet,Uruguay,0,0.0,Godoy Cruz,Res,13.0,67,183,74,21,CDM,3,2,65,50,64,62,66,75,65,54,66,55,35,62
7836,Luca Nizzetto,Italy,0,0.0,Trapani,Sub,7.0,67,176,75,31,CM/RM/CAM,3,2,69,67,30,42,58,68,64,61,56,74,61,51
7837,Saîf-Eddine Khaoui,France,0,0.0,Olym. Marseille,Res,20.0,67,180,68,21,CAM/RM,3,3,72,68,37,38,32,42,53,64,28,73,48,49
7838,Mattia Aramu,Italy,0,0.0,Vercelli,RS,30.0,67,180,67,21,RW/CM,3,3,73,73,24,38,38,40,60,64,38,77,50,58
7839,Hebert,Brazil,0,0.0,Piast Gliwice,LCB,91.0,67,191,87,25,CB,2,2,35,30,66,63,69,68,62,26,61,61,24,61
7840,Lorenzo Rosseti,Italy,0,0.0,FC Lugano,ST,27.0,67,182,74,22,ST/CF,3,2,68,65,19,30,28,60,66,68,26,65,63,62
7841,Rubén Yáñez,Spain,0,0.0,Real Madrid,Res,31.0,67,190,81,23,GK,2,1,14,16,20,13,14,20,67,18,19,43,13,25
7842,Claude Gonçalves,Portugal,0,0.0,Tondela,LDM,7.0,67,174,68,22,CDM,2,2,66,63,61,62,66,73,58,40,72,72,28,48
7843,Sultan Al Duayyi,Saudi Arabia,0,0.0,Al Shabab,Res,66.0,67,179,83,24,CB/RB,3,2,61,57,65,63,64,67,66,47,63,71,40,43
7844,Patryk Lipski,Poland,0,0.0,Ruch Chorzów,CAM,10.0,68,185,74,22,CAM,3,2,69,66,39,26,24,44,56,62,39,64,55,63
7845,Mario Pavelic,Austria,0,0.0,SK Rapid Wien,RM,22.0,67,180,65,23,RB,2,2,66,62,72,74,67,57,60,58,53,74,53,37
7846,Moussa Sao,France,0,0.0,FC Sochaux,LW,10.0,67,184,77,27,RM/RW,5,4,64,77,21,13,15,34,72,67,19,87,64,71
7847,Juan José Mezú,Colombia,0,0.0,Jaguares,CAM,10.0,67,170,70,27,CAM/RM,2,3,66,68,56,49,57,50,63,67,52,83,53,33
7848,Jesús Murillo,Colombia,0,0.0,Patriotas,Sub,2.0,67,173,73,23,CB,3,2,60,55,64,67,65,63,67,36,74,84,35,39
7849,Pablo Becker,Argentina,0,0.0,Fl. Varela,Res,9.0,67,173,72,23,RM/CAM,3,4,68,67,19,21,23,58,61,60,48,82,49,55
7850,Nehuén Paz,Argentina,0,0.0,Newell's,LB,30.0,67,192,89,24,CB,3,2,52,45,64,70,68,72,59,49,66,43,40,42
7851,Josh Windass,England,0,0.0,Rangers,Res,11.0,67,175,68,23,CAM/CM,3,3,65,70,29,37,29,39,59,58,37,79,59,65
7852,Saad Abdulameer Luaibi,Iraq,0,0.0,Al Ahli,RDM,55.0,67,180,74,25,CDM,3,2,71,65,60,60,66,60,65,66,64,56,55,58
7853,Pedro Coronas,Portugal,0,0.0,Marítimo,Sub,2.0,67,174,75,26,RB,3,3,69,65,59,65,67,63,68,62,68,75,59,58
7854,Sylvain Gbohouo,Ivory Coast,GK,16.0,Free Agents,Res,99.0,67,190,82,28,GK,2,1,17,11,11,12,13,31,65,11,12,42,12,23
7855,Sebastián Silva,Chile,0,0.0,Audax Italiano,Sub,5.0,67,180,80,25,CB,3,2,44,49,65,67,68,67,60,28,61,50,27,35
7856,Saturnin Allagbé,Benin,0,0.0,Cham. Niortais,GK,16.0,67,187,71,23,GK,2,1,23,16,12,17,14,23,55,15,22,28,15,25
7857,Sergey Balanovich,Belarus,0,0.0,Amkar Perm,Sub,16.0,67,176,70,29,LM/RM,4,3,70,70,44,50,49,58,58,64,36,69,65,58
7858,Dové Womé,Togo,0,0.0,Orlando Pirates,Sub,27.0,67,166,68,25,RW/RM,3,3,64,81,30,30,21,41,52,69,33,75,74,65
7859,Leonardo Gatto,Italy,0,0.0,Borgocalcio,LW,28.0,67,179,73,24,LW/RW,3,3,71,71,15,13,20,31,52,63,17,79,65,64
7860,Bas Kuipers,Netherlands,0,0.0,Excelsior,Sub,5.0,67,180,72,22,LB,3,2,70,57,71,65,70,71,61,52,64,64,24,39
7861,Mica Pinto,Portugal,0,0.0,Belenenses,Sub,76.0,67,176,70,23,LB,3,2,69,70,68,62,65,55,68,37,64,69,22,33
7862,Vincent Vermeij,Netherlands,0,0.0,Heracles Almelo,Res,19.0,67,197,79,22,ST,2,2,64,59,22,23,19,31,66,67,23,67,68,63
7863,Conor Grant,England,0,0.0,Doncaster,LCM,25.0,67,176,76,21,CM/RM,3,2,68,69,50,57,61,70,56,63,57,64,58,34
7864,Hugo Álvarez,Spain,0,0.0,UCAM Murcia,RCB,4.0,67,183,72,31,CB/RB,3,2,54,47,64,76,70,52,56,34,65,71,30,42
7865,William Twala,South Africa,0,0.0,Kaizer Chiefs,Sub,7.0,67,169,64,27,RW/RM,3,3,67,68,42,44,61,31,63,57,39,74,61,49
7866,Aaron Tshibola,England,0,0.0,Nott'm Forest,Sub,15.0,67,190,81,22,CM/CDM,3,3,68,65,63,65,67,74,61,55,68,73,55,50
7867,Bryan Pelé,France,0,0.0,Stade Brestois,LW,11.0,67,169,65,25,RM/LM,2,2,67,69,36,29,33,31,63,68,36,80,54,68
